PRES,BU,PLOT,MONDATE,SIZE,STEMS,MON_YEAR,LAST_BURN,BURN_YEAR
ABRP,21,4,8/23/2001,J,0,2001,5/9/2000,2000
ABRP,1,1,8/16/2001,SEEDLING,2,2001,5/9/1996,1996
ABRP,1,2,8/17/2001,SEEDLING,1,2001,5/9/1996,1996
ABRP,1,3,8/17/2001,SEEDLING,3,2001,5/9/1996,1996
ABRP,1,4,8/21/2001,SEEDLING,3,2001,5/9/1996,1996
ABRP,1,5,8/21/2001,SEEDLING,3,2001,5/9/1996,1996
ABRP,1,6,8/22/2001,SEEDLING,3,2001,5/9/1996,1996
ABRP,1,7,8/22/2001,SEEDLING,3,2001,5/9/1996,1996
ABRP,1,8,8/22/2001,SEEDLING,3,2001,5/9/1996,1996
ABRP,1,9,8/24/2001,SEEDLING,3,2001,5/9/1996,1996
ABRP,7,1,8/9/2001,SEEDLING,2,2001,2/11/2000,2000
ABRP,7,2,8/7/2001,SEEDLING,2,2001,2/11/2000,2000
ABRP,7,3,8/7/2001,SEEDLING,2,2001,2/11/2000,2000
ABRP,7,4,8/10/2001,SEEDLING,1,2001,2/11/2000,2000
ABRP,7,5,8/9/2001,SEEDLING,2,2001,2/11/2000,2000
ABRP,7,6,8/10/2001,SEEDLING,3,2001,2/11/2000,2000
ABRP,7,7,8/15/2001,SEEDLING,1,2001,2/11/2000,2000
ABRP,7,8,8/16/2001,SEEDLING,1,2001,2/11/2000,2000
ABRP,21,1,8/2/2001,SEEDLING,1,2001,5/9/2000,2000
ABRP,21,2,8/3/2001,SEEDLING,1,2001,5/9/2000,2000
ABRP,21,3,8/3/2001,SEEDLING,1,2001,5/9/2000,2000
ABRP,21,4,8/23/2001,SEEDLING,2,2001,5/9/2000,2000
ABRP,22,1,9/4/2002,SEEDLING,3,2002,4/13/2001,2001
ABRP,22,1,9/4/2002,A,0,2002,4/13/2001,2001
ABRP,22,1,9/4/2002,B,0,2002,4/13/2001,2001
ABRP,22,1,9/4/2002,C,0,2002,4/13/2001,2001
ABRP,22,1,9/4/2002,D,0,2002,4/13/2001,2001
ABRP,22,1,9/4/2002,E,0,2002,4/13/2001,2001
ABRP,22,1,9/4/2002,F,0,2002,4/13/2001,2001
ABRP,22,1,9/4/2002,G,0,2002,4/13/2001,2001
ABRP,22,1,9/4/2002,H,0,2002,4/13/2001,2001
ABRP,22,1,9/4/2002,I,0,2002,4/13/2001,2001
ABRP,22,1,9/4/2002,J,0,2002,4/13/2001,2001
ABRP,22,2,9/5/2002,SEEDLING,3,2002,4/13/2001,2001
ABRP,22,2,9/5/2002,A,0,2002,4/13/2001,2001
ABRP,22,2,9/5/2002,B,0,2002,4/13/2001,2001
ABRP,22,2,9/5/2002,C,0,2002,4/13/2001,2001
ABRP,22,2,9/5/2002,D,0,2002,4/13/2001,2001
ABRP,22,2,9/5/2002,E,0,2002,4/13/2001,2001
ABRP,22,2,9/5/2002,F,0,2002,4/13/2001,2001
ABRP,22,2,9/5/2002,G,0,2002,4/13/2001,2001
ABRP,22,2,9/5/2002,H,0,2002,4/13/2001,2001
ABRP,22,2,9/5/2002,I,0,2002,4/13/2001,2001
ABRP,22,2,9/5/2002,J,0,2002,4/13/2001,2001
ABRP,22,3,9/9/2002,SEEDLING,2,2002,4/13/2001,2001
ABRP,22,3,9/9/2002,A,0,2002,4/13/2001,2001
ABRP,22,3,9/9/2002,B,0,2002,4/13/2001,2001
ABRP,22,3,9/9/2002,C,0,2002,4/13/2001,2001
ABRP,22,3,9/9/2002,D,0,2002,4/13/2001,2001
ABRP,22,3,9/9/2002,E,0,2002,4/13/2001,2001
ABRP,22,3,9/9/2002,F,0,2002,4/13/2001,2001
ABRP,22,3,9/9/2002,G,0,2002,4/13/2001,2001
ABRP,22,3,9/9/2002,H,0,2002,4/13/2001,2001
ABRP,22,3,9/9/2002,I,0,2002,4/13/2001,2001
ABRP,22,3,9/9/2002,J,0,2002,4/13/2001,2001
ABRP,22,4,9/11/2002,SEEDLING,2,2002,4/13/2001,2001
ABRP,22,4,9/11/2002,A,0,2002,4/13/2001,2001
ABRP,22,4,9/11/2002,B,0,2002,4/13/2001,2001
ABRP,22,4,9/11/2002,C,0,2002,4/13/2001,2001
ABRP,22,4,9/11/2002,D,0,2002,4/13/2001,2001
ABRP,22,4,9/11/2002,E,1,2002,4/13/2001,2001
ABRP,22,4,9/11/2002,F,0,2002,4/13/2001,2001
ABRP,22,4,9/11/2002,G,2,2002,4/13/2001,2001
ABRP,22,4,9/11/2002,H,0,2002,4/13/2001,2001
ABRP,22,4,9/11/2002,I,0,2002,4/13/2001,2001
ABRP,22,4,9/11/2002,J,0,2002,4/13/2001,2001
ABRP,22,5,9/17/2002,SEEDLING,1,2002,4/13/2001,2001
ABRP,22,5,9/17/2002,A,0,2002,4/13/2001,2001
ABRP,22,5,9/17/2002,B,0,2002,4/13/2001,2001
ABRP,22,5,9/17/2002,C,0,2002,4/13/2001,2001
ABRP,22,5,9/17/2002,D,0,2002,4/13/2001,2001
ABRP,22,5,9/17/2002,E,0,2002,4/13/2001,2001
ABRP,22,5,9/17/2002,F,0,2002,4/13/2001,2001
ABRP,22,5,9/17/2002,G,0,2002,4/13/2001,2001
ABRP,22,5,9/17/2002,H,0,2002,4/13/2001,2001
ABRP,22,5,9/17/2002,I,0,2002,4/13/2001,2001
ABRP,22,5,9/17/2002,J,0,2002,4/13/2001,2001
ABRP,32,1,9/23/2002,SEEDLING,2,2002,4/3/2001,2001
ABRP,32,1,9/23/2002,A,10,2002,4/3/2001,2001
ABRP,32,1,9/23/2002,B,38,2002,4/3/2001,2001
ABRP,32,1,9/23/2002,C,134,2002,4/3/2001,2001
ABRP,32,1,9/23/2002,D,1,2002,4/3/2001,2001
ABRP,32,1,9/23/2002,E,0,2002,4/3/2001,2001
ABRP,32,1,9/23/2002,F,0,2002,4/3/2001,2001
ABRP,32,1,9/23/2002,G,0,2002,4/3/2001,2001
ABRP,32,1,9/23/2002,H,0,2002,4/3/2001,2001
ABRP,32,1,9/23/2002,I,0,2002,4/3/2001,2001
ABRP,32,1,9/23/2002,J,0,2002,4/3/2001,2001
ABRP,32,2,10/3/2002,SEEDLING,2,2002,4/3/2001,2001
ABRP,32,2,10/3/2002,A,1,2002,4/3/2001,2001
ABRP,32,2,10/3/2002,B,3,2002,4/3/2001,2001
ABRP,32,2,10/3/2002,C,2,2002,4/3/2001,2001
ABRP,32,2,10/3/2002,D,0,2002,4/3/2001,2001
ABRP,32,2,10/3/2002,E,0,2002,4/3/2001,2001
ABRP,32,2,10/3/2002,F,0,2002,4/3/2001,2001
ABRP,32,2,10/3/2002,G,0,2002,4/3/2001,2001
ABRP,32,2,10/3/2002,H,0,2002,4/3/2001,2001
ABRP,32,2,10/3/2002,I,0,2002,4/3/2001,2001
ABRP,32,2,10/3/2002,J,0,2002,4/3/2001,2001
ABRP,32,3,10/1/2002,SEEDLING,1,2002,4/3/2001,2001
ABRP,32,3,10/1/2002,A,0,2002,4/3/2001,2001
ABRP,32,3,10/1/2002,B,9,2002,4/3/2001,2001
ABRP,32,3,10/1/2002,C,5,2002,4/3/2001,2001
ABRP,32,3,10/1/2002,D,0,2002,4/3/2001,2001
ABRP,32,3,10/1/2002,E,0,2002,4/3/2001,2001
ABRP,32,3,10/1/2002,F,0,2002,4/3/2001,2001
ABRP,32,3,10/1/2002,G,0,2002,4/3/2001,2001
ABRP,32,3,10/1/2002,H,0,2002,4/3/2001,2001
ABRP,32,3,10/1/2002,I,0,2002,4/3/2001,2001
ABRP,32,3,10/1/2002,J,0,2002,4/3/2001,2001
ABRP,32,4,9/30/2002,SEEDLING,1,2002,1/4/1900,1900
ABRP,32,4,9/30/2002,A,4,2002,4/3/2001,2001
ABRP,32,4,9/30/2002,B,12,2002,4/3/2001,2001
ABRP,32,4,9/30/2002,C,30,2002,4/3/2001,2001
ABRP,32,4,9/30/2002,D,1,2002,4/3/2001,2001
ABRP,32,4,9/30/2002,E,0,2002,4/3/2001,2001
ABRP,32,4,9/30/2002,F,0,2002,4/3/2001,2001
ABRP,32,4,9/30/2002,G,0,2002,4/3/2001,2001
ABRP,32,4,9/30/2002,H,0,2002,4/3/2001,2001
ABRP,32,4,9/30/2002,I,0,2002,4/3/2001,2001
ABRP,32,4,9/30/2002,J,0,2002,4/3/2001,2001
ABRP,32,5,10/1/2002,SEEDLING,2,2002,4/3/2001,2001
ABRP,32,5,10/1/2002,A,0,2002,4/3/2001,2001
ABRP,32,5,10/1/2002,B,11,2002,4/3/2001,2001
ABRP,32,5,10/1/2002,C,44,2002,4/3/2001,2001
ABRP,32,5,10/1/2002,D,1,2002,4/3/2001,2001
ABRP,32,5,10/1/2002,E,0,2002,4/3/2001,2001
ABRP,32,5,10/1/2002,F,0,2002,4/3/2001,2001
ABRP,32,5,10/1/2002,G,0,2002,4/3/2001,2001
ABRP,32,5,10/1/2002,H,0,2002,4/3/2001,2001
ABRP,32,5,10/1/2002,I,0,2002,4/3/2001,2001
ABRP,32,5,10/1/2002,J,0,2002,4/3/2001,2001
ABRP,32,6,9/30/2002,SEEDLING,3,2002,4/3/2001,2001
ABRP,32,6,9/30/2002,A,1,2002,4/3/2001,2001
ABRP,32,6,9/30/2002,B,33,2002,4/3/2001,2001
ABRP,32,6,9/30/2002,C,9,2002,4/3/2001,2001
ABRP,32,6,9/30/2002,D,0,2002,4/3/2001,2001
ABRP,32,6,9/30/2002,E,0,2002,4/3/2001,2001
ABRP,32,6,9/30/2002,F,0,2002,4/3/2001,2001
ABRP,32,6,9/30/2002,G,0,2002,4/3/2001,2001
ABRP,32,6,9/30/2002,H,0,2002,4/3/2001,2001
ABRP,32,6,9/30/2002,I,0,2002,4/3/2001,2001
ABRP,32,6,9/30/2002,J,0,2002,4/3/2001,2001
ABRP,32,7,9/16/2002,SEEDLING,2,2002,4/3/2001,2001
ABRP,32,7,9/16/2002,A,0,2002,4/3/2001,2001
ABRP,32,7,9/16/2002,B,0,2002,4/3/2001,2001
ABRP,32,7,9/16/2002,C,0,2002,4/3/2001,2001
ABRP,32,7,9/16/2002,D,0,2002,4/3/2001,2001
ABRP,32,7,9/16/2002,E,0,2002,4/3/2001,2001
ABRP,32,7,9/16/2002,F,0,2002,4/3/2001,2001
ABRP,32,7,9/16/2002,G,0,2002,4/3/2001,2001
ABRP,32,7,9/16/2002,H,0,2002,4/3/2001,2001
ABRP,32,7,9/16/2002,I,0,2002,4/3/2001,2001
ABRP,32,7,9/16/2002,J,0,2002,4/3/2001,2001
ABRP,32,8,9/16/2002,SEEDLING,2,2002,4/3/2001,2001
ABRP,32,8,9/16/2002,A,0,2002,4/3/2001,2001
ABRP,32,8,9/16/2002,B,0,2002,4/3/2001,2001
ABRP,32,8,9/16/2002,C,0,2002,4/3/2001,2001
ABRP,32,8,9/16/2002,D,0,2002,4/3/2001,2001
ABRP,32,8,9/16/2002,E,0,2002,4/3/2001,2001
ABRP,32,8,9/16/2002,F,0,2002,4/3/2001,2001
ABRP,32,8,9/16/2002,G,0,2002,4/3/2001,2001
ABRP,32,8,9/16/2002,H,0,2002,4/3/2001,2001
ABRP,32,8,9/16/2002,I,0,2002,4/3/2001,2001
ABRP,32,8,9/16/2002,J,0,2002,4/3/2001,2001
ABRP,32,8,9/18/2002,SEEDLING,2,2002,4/3/2001,2001
ABRP,32,9,9/18/2002,A,0,2002,4/3/2001,2001
ABRP,32,9,9/18/2002,B,0,2002,4/3/2001,2001
ABRP,32,9,9/18/2002,C,0,2002,4/3/2001,2001
ABRP,32,9,9/18/2002,D,0,2002,4/3/2001,2001
ABRP,32,9,9/18/2002,E,0,2002,4/3/2001,2001
ABRP,32,9,9/18/2002,F,0,2002,4/3/2001,2001
ABRP,32,9,9/18/2002,G,0,2002,4/3/2001,2001
ABRP,32,9,9/18/2002,H,0,2002,4/3/2001,2001
ABRP,32,9,9/18/2002,I,0,2002,4/3/2001,2001
ABRP,32,9,9/18/2002,J,0,2002,4/3/2001,2001
ABRP,32,10,9/18/2002,SEEDLING,3,2002,4/3/2001,2001
ABRP,32,10,9/18/2002,A,2,2002,4/3/2001,2001
ABRP,32,10,9/18/2002,B,72,2002,4/3/2001,2001
ABRP,32,10,9/18/2002,C,79,2002,4/3/2001,2001
ABRP,32,10,9/18/2002,D,0,2002,4/3/2001,2001
ABRP,32,10,9/18/2002,E,0,2002,4/3/2001,2001
ABRP,32,10,9/18/2002,F,0,2002,4/3/2001,2001
ABRP,32,10,9/18/2002,G,0,2002,4/3/2001,2001
ABRP,32,10,9/18/2002,H,0,2002,4/3/2001,2001
ABRP,32,10,9/18/2002,I,0,2002,4/3/2001,2001
ABRP,32,10,9/18/2002,J,0,2002,4/3/2001,2001
ABRP,32,11,9/23/2002,SEEDLING,3,2002,4/3/2001,2001
ABRP,32,11,9/23/2002,A,0,2002,4/3/2001,2001
ABRP,32,11,9/23/2002,B,0,2002,4/3/2001,2001
ABRP,32,11,9/23/2002,C,0,2002,4/3/2001,2001
ABRP,32,11,9/23/2002,D,0,2002,4/3/2001,2001
ABRP,32,11,9/23/2002,E,0,2002,4/3/2001,2001
ABRP,32,11,9/23/2002,F,0,2002,4/3/2001,2001
ABRP,32,11,9/23/2002,G,0,2002,4/3/2001,2001
ABRP,32,11,9/23/2002,H,0,2002,4/3/2001,2001
ABRP,32,11,9/23/2002,I,0,2002,4/3/2001,2001
ABRP,32,11,9/23/2002,J,0,2002,4/3/2001,2001
ABRP,5,1,8/7/2003,SEEDLING,3,2003,5/24/2002,2002
ABRP,5,1,8/7/2003,A,1,2003,5/24/2002,2002
ABRP,5,1,8/7/2003,B,19,2003,5/24/2002,2002
ABRP,5,1,8/7/2003,C,20,2003,5/24/2002,2002
ABRP,5,1,8/7/2003,D,4,2003,5/24/2002,2002
ABRP,5,1,8/7/2003,E,1,2003,5/24/2002,2002
ABRP,5,1,8/7/2003,F,5,2003,5/24/2002,2002
ABRP,5,1,8/7/2003,G,3,2003,5/24/2002,2002
ABRP,5,1,8/7/2003,H,1,2003,5/24/2002,2002
ABRP,5,1,8/7/2003,I,0,2003,5/24/2002,2002
ABRP,5,1,8/7/2003,J,1,2003,5/24/2002,2002
ABRP,5,2,8/7/2003,SEEDLING,3,2003,5/24/2002,2002
ABRP,5,2,8/7/2003,A,2,2003,5/24/2002,2002
ABRP,5,2,8/7/2003,B,23,2003,5/24/2002,2002
ABRP,5,2,8/7/2003,C,4,2003,5/24/2002,2002
ABRP,5,2,8/7/2003,D,2,2003,5/24/2002,2002
ABRP,5,2,8/7/2003,E,1,2003,5/24/2002,2002
ABRP,5,2,8/7/2003,F,0,2003,5/24/2002,2002
ABRP,5,2,8/7/2003,G,4,2003,5/24/2002,2002
ABRP,5,2,8/7/2003,H,2,2003,5/24/2002,2002
ABRP,5,2,8/7/2003,I,0,2003,5/24/2002,2002
ABRP,5,2,8/7/2003,J,0,2003,5/24/2002,2002
ABRP,5,3,8/13/2003,SEEDLING,2,2003,5/24/2002,2002
ABRP,5,3,8/13/2003,A,0,2003,5/24/2002,2002
ABRP,5,3,8/13/2003,B,0,2003,5/24/2002,2002
ABRP,5,3,8/13/2003,C,0,2003,5/24/2002,2002
ABRP,5,3,8/13/2003,D,0,2003,5/24/2002,2002
ABRP,5,3,8/13/2003,E,0,2003,5/24/2002,2002
ABRP,5,3,8/13/2003,F,3,2003,5/24/2002,2002
ABRP,5,3,8/13/2003,G,1,2003,5/24/2002,2002
ABRP,5,3,8/13/2003,H,1,2003,5/24/2002,2002
ABRP,5,3,8/13/2003,I,1,2003,5/24/2002,2002
ABRP,5,3,8/13/2003,J,0,2003,5/24/2002,2002
ABRP,5,4,9/11/2003,SEEDLING,3,2003,5/24/2002,2002
ABRP,5,4,9/11/2003,A,0,2003,5/24/2002,2002
ABRP,5,4,9/11/2003,B,2,2003,5/24/2002,2002
ABRP,5,4,9/11/2003,C,3,2003,5/24/2002,2002
ABRP,5,4,9/11/2003,D,0,2003,5/24/2002,2002
ABRP,5,4,9/11/2003,E,0,2003,5/24/2002,2002
ABRP,5,4,9/11/2003,F,0,2003,5/24/2002,2002
ABRP,5,4,9/11/2003,G,0,2003,5/24/2002,2002
ABRP,5,4,9/11/2003,H,0,2003,5/24/2002,2002
ABRP,5,4,9/11/2003,I,1,2003,5/24/2002,2002
ABRP,5,4,9/11/2003,J,0,2003,5/24/2002,2002
ABRP,5,5,9/17/2003,SEEDLING,3,2003,5/24/2002,2002
ABRP,5,5,9/17/2003,A,0,2003,5/24/2002,2002
ABRP,5,5,9/17/2003,B,1,2003,5/24/2002,2002
ABRP,5,5,9/17/2003,C,2,2003,5/24/2002,2002
ABRP,5,5,9/17/2003,D,0,2003,5/24/2002,2002
ABRP,5,5,9/17/2003,E,0,2003,5/24/2002,2002
ABRP,5,5,9/17/2003,F,3,2003,5/24/2002,2002
ABRP,5,5,9/17/2003,G,2,2003,5/24/2002,2002
ABRP,5,5,9/17/2003,H,0,2003,5/24/2002,2002
ABRP,5,5,9/17/2003,I,0,2003,5/24/2002,2002
ABRP,5,5,9/17/2003,J,1,2003,5/24/2002,2002
ABRP,5,6,9/23/2003,SEEDLING,3,2003,5/24/2002,2002
ABRP,5,6,9/23/2003,A,0,2003,5/24/2002,2002
ABRP,5,6,9/23/2003,B,38,2003,5/24/2002,2002
ABRP,5,6,9/23/2003,C,5,2003,5/24/2002,2002
ABRP,5,6,9/23/2003,D,0,2003,5/24/2002,2002
ABRP,5,6,9/23/2003,E,0,2003,5/24/2002,2002
ABRP,5,6,9/23/2003,F,0,2003,5/24/2002,2002
ABRP,5,6,9/23/2003,G,0,2003,5/24/2002,2002
ABRP,5,6,9/23/2003,H,0,2003,5/24/2002,2002
ABRP,5,6,9/23/2003,I,0,2003,5/24/2002,2002
ABRP,5,6,9/23/2003,J,0,2003,5/24/2002,2002
ABRP,12,1,9/6/2003,SEEDLING,1,2003,5/22/2002,2002
ABRP,12,1,9/6/2003,A,0,2003,5/22/2002,2002
ABRP,12,1,9/6/2003,B,0,2003,5/22/2002,2002
ABRP,12,1,9/6/2003,C,0,2003,5/22/2002,2002
ABRP,12,1,9/6/2003,D,0,2003,5/22/2002,2002
ABRP,12,1,9/6/2003,E,0,2003,5/22/2002,2002
ABRP,12,1,9/6/2003,F,0,2003,5/22/2002,2002
ABRP,12,1,9/6/2003,G,0,2003,5/22/2002,2002
ABRP,12,1,9/6/2003,H,0,2003,5/22/2002,2002
ABRP,12,1,9/6/2003,I,1,2003,5/22/2002,2002
ABRP,12,1,9/6/2003,J,0,2003,5/22/2002,2002
ABRP,12,2,8/29/2003,SEEDLING,2,2003,5/22/2002,2002
ABRP,12,2,8/29/2003,A,2,2003,5/22/2002,2002
ABRP,12,2,8/29/2003,B,1,2003,5/22/2002,2002
ABRP,12,2,8/29/2003,C,1,2003,5/22/2002,2002
ABRP,12,2,8/29/2003,D,2,2003,5/22/2002,2002
ABRP,12,2,8/29/2003,E,0,2003,5/22/2002,2002
ABRP,12,2,8/29/2003,F,1,2003,5/22/2002,2002
ABRP,12,2,8/29/2003,G,1,2003,5/22/2002,2002
ABRP,12,2,8/29/2003,H,0,2003,5/22/2002,2002
ABRP,12,2,8/29/2003,I,0,2003,5/22/2002,2002
ABRP,12,2,8/29/2003,J,0,2003,5/22/2002,2002
ABRP,13,1,9/6/2003,SEEDLING,1,2003,5/22/2002,2002
ABRP,13,1,9/6/2003,A,0,2003,5/22/2002,2002
ABRP,13,1,9/6/2003,B,0,2003,5/22/2002,2002
ABRP,13,1,9/6/2003,C,0,2003,5/22/2002,2002
ABRP,13,1,9/6/2003,D,0,2003,5/22/2002,2002
ABRP,13,1,9/6/2003,E,0,2003,5/22/2002,2002
ABRP,13,1,9/6/2003,F,0,2003,5/22/2002,2002
ABRP,13,1,9/6/2003,G,0,2003,5/22/2002,2002
ABRP,13,1,9/6/2003,H,0,2003,5/22/2002,2002
ABRP,13,1,9/6/2003,I,1,2003,5/22/2002,2002
ABRP,13,1,9/6/2003,J,0,2003,5/22/2002,2002
ABRP,15,1,8/29/2003,SEEDLING,2,2003,5/22/2002,2002
ABRP,15,1,8/29/2003,A,0,2003,5/22/2002,2002
ABRP,15,1,8/29/2003,B,0,2003,5/22/2002,2002
ABRP,15,1,8/29/2003,C,0,2003,5/22/2002,2002
ABRP,15,1,8/29/2003,D,0,2003,5/22/2002,2002
ABRP,15,1,8/29/2003,E,2,2003,5/22/2002,2002
ABRP,15,1,8/29/2003,F,3,2003,5/22/2002,2002
ABRP,15,1,8/29/2003,G,0,2003,5/22/2002,2002
ABRP,15,1,8/29/2003,H,2,2003,5/22/2002,2002
ABRP,15,1,8/29/2003,I,3,2003,5/22/2002,2002
ABRP,15,1,8/29/2003,J,2,2003,5/22/2002,2002
ABRP,21,1,8/20/2003,SEEDLING,1,2003,5/23/2002,2002
ABRP,21,1,8/20/2003,A,0,2003,5/23/2002,2002
ABRP,21,1,8/20/2003,B,1,2003,5/23/2002,2002
ABRP,21,1,8/20/2003,C,0,2003,5/23/2002,2002
ABRP,21,1,8/20/2003,D,0,2003,5/23/2002,2002
ABRP,21,1,8/20/2003,E,0,2003,5/23/2002,2002
ABRP,21,1,8/20/2003,F,1,2003,5/23/2002,2002
ABRP,21,1,8/20/2003,G,0,2003,5/23/2002,2002
ABRP,21,1,8/20/2003,H,1,2003,5/23/2002,2002
ABRP,21,1,8/20/2003,I,0,2003,5/23/2002,2002
ABRP,21,1,8/20/2003,J,0,2003,5/23/2002,2002
ABRP,21,2,8/20/2003,SEEDLING,1,2003,5/23/2002,2002
ABRP,21,2,8/20/2003,A,0,2003,5/23/2002,2002
ABRP,21,2,8/20/2003,B,2,2003,5/23/2002,2002
ABRP,21,2,8/20/2003,C,2,2003,5/23/2002,2002
ABRP,21,2,8/20/2003,D,1,2003,5/23/2002,2002
ABRP,21,2,8/20/2003,E,4,2003,5/23/2002,2002
ABRP,21,2,8/20/2003,F,4,2003,5/23/2002,2002
ABRP,21,2,8/20/2003,G,1,2003,5/23/2002,2002
ABRP,21,2,8/20/2003,H,2,2003,5/23/2002,2002
ABRP,21,2,8/20/2003,I,0,2003,5/23/2002,2002
ABRP,21,2,8/20/2003,J,0,2003,5/23/2002,2002
ABRP,21,3,9/5/2003,SEEDLING,1,2003,5/23/2002,2002
ABRP,21,3,9/5/2003,A,0,2003,5/23/2002,2002
ABRP,21,3,9/5/2003,B,6,2003,5/23/2002,2002
ABRP,21,3,9/5/2003,C,1,2003,5/23/2002,2002
ABRP,21,3,9/5/2003,D,0,2003,5/23/2002,2002
ABRP,21,3,9/5/2003,E,0,2003,5/23/2002,2002
ABRP,21,3,9/5/2003,F,1,2003,5/23/2002,2002
ABRP,21,3,9/5/2003,G,3,2003,5/23/2002,2002
ABRP,21,3,9/5/2003,H,1,2003,5/23/2002,2002
ABRP,21,3,9/5/2003,I,0,2003,5/23/2002,2002
ABRP,21,3,9/5/2003,J,0,2003,5/23/2002,2002
ABRP,40,1,8/19/2003,SEEDLING,2,2003,4/22/2002,2002
ABRP,40,1,8/19/2003,A,0,2003,4/22/2002,2002
ABRP,40,1,8/19/2003,B,0,2003,4/22/2002,2002
ABRP,40,1,8/19/2003,C,0,2003,4/22/2002,2002
ABRP,40,1,8/19/2003,D,0,2003,4/22/2002,2002
ABRP,40,1,8/19/2003,E,0,2003,4/22/2002,2002
ABRP,40,1,8/19/2003,F,0,2003,4/22/2002,2002
ABRP,40,1,8/19/2003,G,0,2003,4/22/2002,2002
ABRP,40,1,8/19/2003,H,0,2003,4/22/2002,2002
ABRP,40,1,8/19/2003,I,0,2003,4/22/2002,2002
ABRP,40,1,8/19/2003,J,0,2003,4/22/2002,2002
ABRP,40,2,8/15/2003,SEEDLING,1,2003,4/22/2002,2002
ABRP,40,2,8/15/2003,A,0,2003,4/22/2002,2002
ABRP,40,2,8/15/2003,B,5,2003,4/22/2002,2002
ABRP,40,2,8/15/2003,C,0,2003,4/22/2002,2002
ABRP,40,2,8/15/2003,D,0,2003,4/22/2002,2002
ABRP,40,2,8/15/2003,E,0,2003,4/22/2002,2002
ABRP,40,2,8/15/2003,F,0,2003,4/22/2002,2002
ABRP,40,2,8/15/2003,G,0,2003,4/22/2002,2002
ABRP,40,2,8/15/2003,H,0,2003,4/22/2002,2002
ABRP,40,2,8/15/2003,I,0,2003,4/22/2002,2002
ABRP,40,2,8/15/2003,J,0,2003,4/22/2002,2002
ABRP,40,3,8/19/2003,SEEDLING,2,2003,4/22/2002,2002
ABRP,40,3,8/19/2003,A,0,2003,4/22/2002,2002
ABRP,40,3,8/19/2003,B,17,2003,4/22/2002,2002
ABRP,40,3,8/19/2003,C,26,2003,4/22/2002,2002
ABRP,40,3,8/19/2003,D,0,2003,4/22/2002,2002
ABRP,40,3,8/19/2003,E,0,2003,4/22/2002,2002
ABRP,40,3,8/19/2003,F,0,2003,4/22/2002,2002
ABRP,40,3,8/19/2003,G,0,2003,4/22/2002,2002
ABRP,40,3,8/19/2003,H,0,2003,4/22/2002,2002
ABRP,40,3,8/19/2003,I,0,2003,4/22/2002,2002
ABRP,40,3,8/19/2003,J,0,2003,4/22/2002,2002
ABRP,40,4,8/21/2003,SEEDLING,2,2003,4/22/2002,2002
ABRP,40,4,8/21/2003,A,4,2003,4/22/2002,2002
ABRP,40,4,8/21/2003,B,38,2003,4/22/2002,2002
ABRP,40,4,8/21/2003,C,9,2003,4/22/2002,2002
ABRP,40,4,8/21/2003,D,0,2003,4/22/2002,2002
ABRP,40,4,8/21/2003,E,0,2003,4/22/2002,2002
ABRP,40,4,8/21/2003,F,0,2003,4/22/2002,2002
ABRP,40,4,8/21/2003,G,0,2003,4/22/2002,2002
ABRP,40,4,8/21/2003,H,0,2003,4/22/2002,2002
ABRP,40,4,8/21/2003,I,0,2003,4/22/2002,2002
ABRP,40,4,8/21/2003,J,0,2003,4/22/2002,2002
ABRP,40,5,8/21/2003,SEEDLING,2,2003,4/22/2002,2002
ABRP,40,5,8/21/2003,A,2,2003,4/22/2002,2002
ABRP,40,5,8/21/2003,B,32,2003,4/22/2002,2002
ABRP,40,5,8/21/2003,C,22,2003,4/22/2002,2002
ABRP,40,5,8/21/2003,D,0,2003,4/22/2002,2002
ABRP,40,5,8/21/2003,E,0,2003,4/22/2002,2002
ABRP,40,5,8/21/2003,F,0,2003,4/22/2002,2002
ABRP,40,5,8/21/2003,G,0,2003,4/22/2002,2002
ABRP,40,5,8/21/2003,H,0,2003,4/22/2002,2002
ABRP,40,5,8/21/2003,I,0,2003,4/22/2002,2002
ABRP,40,5,8/21/2003,J,0,2003,4/22/2002,2002
ABRP,40,6,8/22/2003,SEEDLING,2,2003,4/22/2002,2002
ABRP,40,6,8/22/2003,A,2,2003,4/22/2002,2002
ABRP,40,6,8/22/2003,B,36,2003,4/22/2002,2002
ABRP,40,6,8/22/2003,C,70,2003,4/22/2002,2002
ABRP,40,6,8/22/2003,D,0,2003,4/22/2002,2002
ABRP,40,6,8/22/2003,E,0,2003,4/22/2002,2002
ABRP,40,6,8/22/2003,F,0,2003,4/22/2002,2002
ABRP,40,6,8/22/2003,G,0,2003,4/22/2002,2002
ABRP,40,6,8/22/2003,H,0,2003,4/22/2002,2002
ABRP,40,6,8/22/2003,I,0,2003,4/22/2002,2002
ABRP,40,6,8/22/2003,J,0,2003,4/22/2002,2002
ABRP,40,7,8/22/2003,SEEDLING,3,2003,4/22/2002,2002
ABRP,40,7,8/22/2003,A,4,2003,4/22/2002,2002
ABRP,40,7,8/22/2003,B,40,2003,4/22/2002,2002
ABRP,40,7,8/22/2003,C,7,2003,4/22/2002,2002
ABRP,40,7,8/22/2003,D,0,2003,4/22/2002,2002
ABRP,40,7,8/22/2003,E,0,2003,4/22/2002,2002
ABRP,40,7,8/22/2003,F,0,2003,4/22/2002,2002
